,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
1320,Manuel Schmiedebach,Hannover 96,Bundesliga,27,2255,0,0,0,0.205747563,1.24260436,0.205747563,0.008211654,0.049593966,0.008211654,D M S,10,20,5,0,7.479066653,8.556305867
1321,Felix Wiedwald,Eintracht Frankfurt,Bundesliga,10,811,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.746007241,0.746007241
1322,Santiago García,Werder Bremen,Bundesliga,24,1872,0,0,3,0.839948337,1.36984102,0.839948337,0.040382132,0.065857741,0.040382132,D S,13,12,8,0,2.956753157,3.275260057
1323,Clemens Fritz,Werder Bremen,Bundesliga,27,2261,0,0,2,0.987866661,0.837092111,0.987866661,0.039322423,0.033320783,0.039322423,D M S,17,11,4,1,3.667382216,5.338492768
1324,Felix Kroos,Werder Bremen,Bundesliga,26,1316,0,0,1,0.479556122,0.776793073,0.479556122,0.032796391,0.053124146,0.032796391,M S,18,13,4,0,3.578057168,4.487936422
1325,Claudio Pizarro,Bayern Munich,Bundesliga,13,316,0,0,1,2.113980435,0.304950945,2.113980435,0.602083035,0.086853117,0.602083035,F S,13,4,0,0,0.711388063,2.889838874
1326,Janek Sternberg,Werder Bremen,Bundesliga,14,1018,0,0,0,0.226498554,0.182381954,0.226498554,0.02002443,0.016124141,0.02002443,D S,8,6,2,0,1.687283097,2.003790878
1327,Maximilian Eggestein,Werder Bremen,Bundesliga,2,18,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1328,Timo Horn,FC Cologne,Bundesliga,33,2970,0,0,0,0,0.050588619,0,0,0.001532988,0,GK,0,1,0,0,1.650477581,1.7010662
1329,Dusan Svento,FC Cologne,Bundesliga,19,1008,0,0,1,1.075349253,0.818732556,1.075349253,0.096013326,0.073101121,0.096013326,D M S,6,13,0,0,0.434139749,2.037291387
1330,Thomas Kessler,FC Cologne,Bundesliga,1,90,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.034751501,0.034751501
1331,Milos Jojic,Borussia Dortmund,Bundesliga,10,512,0,0,0,0.473270379,0.332417971,0.473270379,0.083192059,0.058432847,0.083192059,M S,14,5,3,0,1.933046103,2.638308099
1332,Diego Benaglio,Wolfsburg,Bundesliga,31,2790,0,0,0,0,0.044834349,0,0,0.001446269,0,GK,0,1,2,0,2.388138006,2.432972359
1333,Christian Träsch,Wolfsburg,Bundesliga,12,725,0,0,0,0.031812139,0.736221803,0.031812139,0.003949093,0.091393051,0.003949093,D M S,1,8,0,0,2.789034419,3.297393002
1334,Dante,Bayern Munich,Bundesliga,27,1995,0,0,0,0.250468632,0.188674554,0.250468632,0.011299337,0.008511634,0.011299337,D S,7,4,5,0,8.555516487,8.614719855
1335,Marcel Schäfer,Wolfsburg,Bundesliga,16,658,0,0,2,0.047038659,1.867536627,0.047038659,0.006433859,0.25543814,0.006433859,D S,3,12,0,0,3.076530699,3.21452022
1336,Sebastian Jung,Wolfsburg,Bundesliga,22,1435,0,0,2,0.020050785,1.181866631,0.020050785,0.00125754,0.07412404,0.00125754,D S,1,17,0,0,3.375206133,4.284945238
1337,Koen Casteels,Werder Bremen,Bundesliga,6,540,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.217000358,0.217000358
1338,René Adler,Hamburger SV,Bundesliga,12,1059,0,0,0,0,0,0,0,0,0,GK S,0,0,1,0,0.069277665,0.069277665
1339,Matthias Ostrzolek,Hamburger SV,Bundesliga,25,2048,0,0,1,0.552281619,1.705837771,0.552281619,0.024270188,0.074963574,0.024270188,D S,10,16,4,1,1.261448079,3.273777788
1340,Lewis Holtby,Hamburger SV,Bundesliga,22,1585,0,0,2,0.947363967,2.323578047,0.947363967,0.053793538,0.131938186,0.053793538,F M S,21,24,5,0,3.662242977,5.614888982
1341,Ivo Ilicevic,Hamburger SV,Bundesliga,9,750,0,0,0,1.415181256,0.452224238,1.415181256,0.169821751,0.054266909,0.169821751,M,16,7,1,0,0.999524111,2.543560753
1342,Dennis Diekmeier,Hamburger SV,Bundesliga,21,1630,0,0,0,0.101572935,0.627012197,0.101572935,0.005608322,0.034620305,0.005608322,D S,2,13,7,0,2.059988981,2.579730213
1343,Marcelo Díaz,Hamburger SV,Bundesliga,6,376,0,0,0,0.077149421,0.014807113,0.077149421,0.018466617,0.003544256,0.018466617,M S,1,1,2,0,0.454211893,0.454211893
1344,Jaroslav Drobny,Hamburger SV,Bundesliga,23,1998,0,0,0,0,0.241842091,0,0,0.010893788,0,GK,0,1,4,1,0.954522667,1.196364759
1345,Bernd Leno,Bayer Leverkusen,Bundesliga,34,3060,0,0,0,0,0,0,0,0,0,GK,0,0,1,0,1.814390345,1.814390345
1346,Roberto Hilbert,Bayer Leverkusen,Bundesliga,23,1789,0,0,5,0.334482525,2.226735003,0.334482525,0.016826958,0.112021325,0.016826958,D S,8,23,6,0,4.013644611,6.031134674
1347,Kevin Kampl,Borussia Dortmund,Bundesliga,13,723,0,0,1,0.627245711,1.544647717,0.627245711,0.078080379,0.192279799,0.078080379,M S,11,10,2,0,2.683469843,3.823810004
1348,Giulio Donati,Bayer Leverkusen,Bundesliga,8,403,0,0,0,0.048313811,0.265574304,0.048313811,0.010789685,0.059309398,0.010789685,D S,3,6,1,1,0.225058964,0.353219016
1349,Vladlen Yurchenko,Bayer Leverkusen,Bundesliga,3,55,0,0,0,0.075343408,0.05091371,0.075343408,0.123289213,0.083313344,0.123289213,S,2,1,0,0,0.791826069,0.889415026
1350,Yann Sommer,Borussia M.Gladbach,Bundesliga,34,3060,0,0,0,0,0.081654735,0,0,0.00240161,0,GK,0,1,1,0,5.223239935,5.223239935
1351,Julian Korb,Borussia M.Gladbach,Bundesliga,24,2076,0,0,1,0.084783086,0.853733523,0.084783086,0.003675567,0.037011569,0.003675567,D S,5,16,3,0,4.797147628,5.404441964
1352,Mahmoud Dahoud,Borussia M.Gladbach,Bundesliga,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1353,Manuel Neuer,Bayern Munich,Bundesliga,32,2867,0,0,0,0,0,0,0,0,0,GK S,0,0,1,0,8.505889766,8.505889766
1354,Holger Badstuber,Bayern Munich,Bundesliga,10,768,0,0,0,0.104020115,0.274975985,0.104020115,0.012189857,0.032223748,0.012189857,D S,2,3,0,0,4.029091883,4.352650393
1355,Jérôme Boateng,Bayern Munich,Bundesliga,27,2139,0,0,0,0.676868038,1.357645599,0.676868038,0.028479721,0.057123938,0.028479721,D S,20,22,2,1,9.959047761,11.33576892
1356,Rafinha,Bayern Munich,Bundesliga,26,2141,0,0,1,0.247870975,2.15112615,0.247870975,0.010419611,0.090425667,0.010419611,D M S,9,34,4,0,10.1971237,11.42483091
1357,Javi Martínez,Bayern Munich,Bundesliga,1,62,0,0,0,0.016532024,0,0.016532024,0.0239981,0,0.0239981,D,1,0,0,0,0,0
1358,Thiago Alcántara,Bayern Munich,Bundesliga,7,278,0,0,0,0.170566719,0.503493972,0.170566719,0.055219441,0.163001646,0.055219441,M S,4,9,0,0,2.300936587,2.667809933
1359,Sven Ulreich,VfB Stuttgart,Bundesliga,28,2520,0,0,0,0,0.328344468,0,0,0.011726588,0,GK,0,2,0,0,1.122091843,1.450436311
1360,Jan Kirchhoff,Schalke 04,Bundesliga,14,885,0,0,0,0.946548009,0.53495305,0.946548009,0.09625912,0.054402005,0.09625912,D M S,8,5,2,0,2.316243097,2.523543704
1361,Steven Zuber,Hoffenheim,Bundesliga,17,575,0,0,1,1.085112701,0.86857638,1.085112701,0.169843727,0.135951086,0.169843727,M S,18,9,0,0,1.735683394,3.237384293
1362,Jeremy Toljan,Hoffenheim,Bundesliga,6,377,0,0,0,0.062326181,0.103027239,0.062326181,0.014878929,0.024595362,0.014878929,D S,4,2,0,0,0.309660817,0.361022398
1363,Tolga Cigerci,Hertha Berlin,Bundesliga,2,76,0,0,0,0.020375248,0.019232795,0.020375248,0.024128583,0.022775678,0.024128583,S,1,1,0,0,0.073588975,0.113197021
1364,Sebastian Boenisch,Bayer Leverkusen,Bundesliga,12,866,0,0,1,0.604664651,1.436641322,0.604664651,0.062840437,0.149304525,0.062840437,D S,15,7,2,0,2.806046635,3.483239498
1365,Christoph Janker,Augsburg,Bundesliga,2,65,0,0,0,0,0,0,0,0,0,D S,0,0,0,1,0,0
1366,Dong-Won Ji,Augsburg,Bundesliga,12,588,0,0,0,0.92913859,0.471572492,0.92913859,0.14221509,0.072179463,0.14221509,F M S,9,4,1,0,0.708827334,1.588109994
1367,Alexander Manninger,Augsburg,Bundesliga,9,810,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.632133078,0.632133078
1368,Makoto Hasebe,Eintracht Frankfurt,Bundesliga,33,2857,0,0,2,0.064232865,1.758657154,0.064232865,0.002023436,0.05540047,0.002023436,M,3,26,6,0,6.473427244,7.359620869
1369,David Abraham,Hoffenheim,Bundesliga,14,894,0,0,0,0.352892742,0.024103235,0.352892742,0.035526115,0.0024265,0.035526115,D S,7,1,3,0,0.514856506,0.538959742
1370,Carlos Zambrano,Eintracht Frankfurt,Bundesliga,17,1452,0,0,1,0.4825444,0.412044555,0.4825444,0.029909777,0.025539952,0.029909777,D S,5,1,7,1,1.735985889,2.16029773
1371,Slobodan Medojevic,Eintracht Frankfurt,Bundesliga,14,796,0,0,0,0.092276331,0.052462108,0.092276331,0.010433254,0.005931645,0.010433254,M S,3,1,2,1,1.41961342,1.460137746
1372,Gian-Luca Waldschmidt,Eintracht Frankfurt,Bundesliga,3,103,0,0,0,0.039369807,0,0.039369807,0.034400802,0,0.034400802,M S,1,0,0,0,0,0.039369807
1373,Aleksandar Ignjovski,Eintracht Frankfurt,Bundesliga,20,1215,0,0,2,0.162024971,1.55996169,0.162024971,0.01200185,0.115552718,0.01200185,D M S,6,10,4,0,3.455832785,4.159855532
1374,Constant Djakpa,Eintracht Frankfurt,Bundesliga,6,437,0,0,0,0.058000863,0.231585275,0.058000863,0.011945258,0.047694908,0.011945258,D M S,2,5,1,0,1.150703162,1.225523405
1375,Johan Djourou,Hamburger SV,Bundesliga,32,2805,0,0,0,0.366550948,0.307058806,0.366550948,0.011760993,0.009852154,0.011760993,D,7,8,4,1,2.662602954,2.792347356
1376,Ashton Götz,Hamburger SV,Bundesliga,10,578,0,0,0,0.067771673,0.216172686,0.067771673,0.010552683,0.033660107,0.010552683,D S,1,5,1,0,1.696426099,1.84686264
1377,Roman Bürki,Freiburg,Bundesliga,34,3060,0,0,0,0,0,0,0,0,0,GK,0,0,2,0,2.244973617,2.244973617
1378,Lukasz Piszczek,Borussia Dortmund,Bundesliga,22,1652,0,0,1,0.934800006,1.422404732,0.934800006,0.050927361,0.077491783,0.050927361,D S,12,16,4,0,4.768043125,6.482338235
1379,Sven Bender,Borussia Dortmund,Bundesliga,20,1249,0,0,0,0.116130101,0.896598455,0.116130101,0.008368062,0.064606774,0.008368062,M S,5,11,2,0,2.800574219,3.547368564
1380,Marcel Schmelzer,Borussia Dortmund,Bundesliga,22,1921,0,0,2,0.821458397,2.391752226,0.821458397,0.038485818,0.112055024,0.038485818,D,27,34,4,0,6.774325702,8.02669763
1381,Matthias Ginter,Borussia Dortmund,Bundesliga,14,840,0,0,1,0.416170895,0.590280762,0.416170895,0.044589739,0.063244367,0.044589739,D M S,14,4,1,0,0.36203148,1.134771178
1382,Joo-Ho Park,Mainz 05,Bundesliga,16,1413,0,0,0,0.251121998,0.140024727,0.251121998,0.015995032,0.008918772,0.015995032,D M,8,5,2,0,1.68976241,1.964419017
1383,Roman Weidenfeller,Borussia Dortmund,Bundesliga,25,2250,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,1.171242421,1.171242421
1384,Ralf Fährmann,Schalke 04,Bundesliga,25,2250,0,0,0,0,0.021944456,0,0,0.000877778,0,GK,0,1,0,0,1.257842381,1.257842381
1385,Sascha Riether,Freiburg,Bundesliga,19,1406,0,0,0,0.03910361,1.604360145,0.03910361,0.002503076,0.102697307,0.002503076,D S,2,25,3,0,2.278474905,2.814549778
1386,Dennis Aogo,Schalke 04,Bundesliga,25,1971,0,0,1,1.069689183,1.319921801,1.069689183,0.048844255,0.060270402,0.048844255,D M S,19,17,8,0,3.885348173,4.991194924
1387,Leon Goretzka,Schalke 04,Bundesliga,10,373,0,0,0,0.415365942,0.246274173,0.415365942,0.100222345,0.059422723,0.100222345,M S,8,6,1,0,0.844199039,1.108434688
1388,Sead Kolasinac,Schalke 04,Bundesliga,6,454,0,0,0,0.11070516,0.440117553,0.11070516,0.021945957,0.087247973,0.021945957,D,4,4,2,0,0.624132223,0.848291256
1389,Kaan Ayhan,Schalke 04,Bundesliga,15,955,0,0,0,0.144256689,0.350163789,0.144256689,0.013594871,0.032999729,0.013594871,D S,5,3,3,0,2.674706671,2.696232531
1390,Kazuki Nagasawa,FC Cologne,Bundesliga,10,387,0,0,0,0.589921549,0.681097388,0.589921549,0.137191058,0.158394741,0.137191058,M S,6,4,0,0,0.882926673,2.10437388
1391,David Kinsombi,Eintracht Frankfurt,Bundesliga,2,153,0,0,0,0,0.062572233,0,0,0.036807196,0,D,0,1,1,0,0.172426894,0.23499912
1392,Johannes Flum,Eintracht Frankfurt,Bundesliga,7,153,0,0,0,0.332018316,0.126564249,0.332018316,0.195304892,0.074449558,0.195304892,S,1,1,0,0,0.216701753,0.675284311
1393,Marvin Friedrich,Schalke 04,Bundesliga,5,242,0,0,0,0.180215258,0,0.180215258,0.067022203,0,0.067022203,D S,3,0,0,0,0.02354419,0.02354419
1394,Maurice Hirsch,Hannover 96,Bundesliga,7,424,0,0,0,0.015208077,0.064521186,0.015208077,0.003228129,0.013695535,0.003228129,M S,1,2,3,0,0.447130423,0.474030044
1395,Lukas Fröde,Werder Bremen,Bundesliga,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1396,Álvaro Domínguez,Borussia M.Gladbach,Bundesliga,24,2113,0,0,3,1.090750672,1.411915176,1.090750672,0.046458855,0.060138365,0.046458855,D S,11,10,3,0,7.929900963,8.774756994
1397,Felix Platte,Schalke 04,Bundesliga,2,80,0,0,0,0.48365847,0.331766292,0.48365847,0.544115779,0.373237079,0.544115779,F S,3,2,0,0,0.02731248,0.440508023
1398,Hong Jeong-ho,Augsburg,Bundesliga,17,932,0,0,0,0.86592815,0.09098055,0.86592815,0.083619671,0.008785675,0.083619671,D S,7,2,2,0,0.387666947,0.462634693
1399,Oliver Hüsing,Werder Bremen,Bundesliga,2,22,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
1400,Gianluca Gaudino,Bayern Munich,Bundesliga,8,376,0,0,0,0.03742671,0.831789177,0.03742671,0.008958521,0.199098473,0.008958521,M S,1,4,0,0,1.421197467,1.974492051
1401,Max Grün,Wolfsburg,Bundesliga,3,270,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.537940452,0.537940452
1402,Devante Parker,Mainz 05,Bundesliga,1,8,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.055310797,0.055310797
1403,Thomas Kraft,Hertha Berlin,Bundesliga,32,2873,0,0,0,0,0,0,0,0,0,GK,0,0,3,0,0.643754637,0.643754637
1404,Martin Stranzl,Borussia M.Gladbach,Bundesliga,19,1548,0,0,0,0.47077255,0.143111702,0.47077255,0.027370497,0.008320448,0.027370497,D S,9,2,3,0,5.365447126,5.472704493
1405,Peter Pekarík,Hertha Berlin,Bundesliga,30,2653,0,0,1,0.386503211,0.939285943,0.386503211,0.013111681,0.031864205,0.013111681,D M,5,18,3,0,3.136132164,3.917843768
1406,Matija Nastasic,Schalke 04,Bundesliga,16,1440,0,0,0,0.892384013,0.47169557,0.892384013,0.055774001,0.029480973,0.055774001,D,6,7,3,0,1.401022193,1.517997709
1407,Valon Behrami,Hamburger SV,Bundesliga,22,1915,0,0,0,0.392000781,0.241393537,0.392000781,0.018423013,0.011344866,0.018423013,M,10,7,7,1,2.667190121,2.967849895
1408,Kevin Wimmer,FC Cologne,Bundesliga,32,2880,0,0,0,0.165492125,0.15743856,0.165492125,0.005171629,0.004919955,0.005171629,D,4,5,4,1,5.101605793,5.318738864
1409,Abdul Rahman Baba,Augsburg,Bundesliga,31,2668,0,0,4,0.293798405,3.304869881,0.293798405,0.009910741,0.111483617,0.009910741,D S,7,24,4,0,6.00631706,8.184046939
1410,Oriol Romeu,VfB Stuttgart,Bundesliga,27,1858,0,0,0,0.406871633,0.153930483,0.406871633,0.019708529,0.007456267,0.019708529,M S,12,5,6,0,3.779566377,3.94749853
1411,Philipp Wollscheid,Mainz 05,Bundesliga,5,207,0,0,0,0.014768654,0.01155781,0.014768654,0.006421154,0.005025135,0.006421154,D S,1,1,0,0,0.099304929,0.110862739
1412,Filip Djuricic,Mainz 05,Bundesliga,11,479,0,0,0,1.061527163,0.22422735,1.061527163,0.199451868,0.0421304,0.199451868,F M S,11,6,3,0,0.975377597,2.188157659
1413,José Reina,Bayern Munich,Bundesliga,3,192,0,0,0,0,0,0,0,0,0,GK,0,0,0,1,1.002159566,1.002159566
1414,Milan Badelj,Hamburger SV,Bundesliga,2,180,0,0,0,0.04392479,0.063487338,0.04392479,0.021962395,0.031743669,0.021962395,M,3,4,0,0,0.787341712,0.85171495
1415,Kevin-Prince Boateng,Schalke 04,Bundesliga,18,1048,0,0,3,1.526419341,2.517709557,1.526419341,0.13108563,0.216215515,0.13108563,F M S,25,12,2,1,2.549361166,6.003977429
1416,Antonio Rüdiger,VfB Stuttgart,Bundesliga,19,1603,0,0,1,1.126311739,0.762046456,1.126311739,0.063236467,0.042784891,0.063236467,D S,17,1,2,0,2.367634339,2.520206464
1417,Jakub Blaszczykowski,Borussia Dortmund,Bundesliga,13,599,0,0,0,1.210137276,0.883585613,1.210137276,0.181823631,0.132759107,0.181823631,M S,7,15,0,0,2.68714544,4.451464793
1418,Nicolás Castillo,Mainz 05,Bundesliga,1,27,0,0,0,0.051889867,0,0.051889867,0.172966222,0,0.172966222,S,1,0,0,0,0.027477946,0.027477946
1419,Heiko Westermann,Hamburger SV,Bundesliga,28,2310,0,0,0,1.330685094,1.046175323,1.330685094,0.051844874,0.040760078,0.051844874,D M S,15,8,4,0,2.359373478,2.893220058
1420,Mitchell Langerak,Borussia Dortmund,Bundesliga,9,810,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,1.14913781,1.14913781
1421,Mergim Mavraj,FC Cologne,Bundesliga,15,1033,0,0,0,0.106298126,0.327957574,0.106298126,0.009261211,0.028573264,0.009261211,D S,2,3,1,0,1.01996185,1.05798072
1422,Özkan Yildirim,Werder Bremen,Bundesliga,1,60,0,0,0,0,0,0,0,0,0,M,0,0,0,0,0.013800289,0.013800289
1423,Sonny Kittel,Eintracht Frankfurt,Bundesliga,18,656,0,0,1,1.333205637,0.896352775,1.333205637,0.18290931,0.122975228,0.18290931,F M S,23,10,3,0,0.570742172,1.773568925
1424,Kevin Großkreutz,Borussia Dortmund,Bundesliga,17,1044,0,0,2,0.983283779,1.517845095,0.983283779,0.084765843,0.130848715,0.084765843,D M S,13,15,2,0,1.15713702,3.147667201
1425,Sascha Burchert,Hertha Berlin,Bundesliga,2,97,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0,0
1426,Erik Thommy,Augsburg,Bundesliga,3,38,0,0,0,0.058822658,0.11008428,0.058822658,0.139316821,0.260725927,0.139316821,S,2,1,0,0,0,0.058822658
1427,Shawn Parker,Augsburg,Bundesliga,8,190,0,0,1,0.564749898,0.197495575,0.564749898,0.26751311,0.093550536,0.26751311,M S,7,7,1,0,0.154057312,0.756136327
1428,Fabian Giefer,Schalke 04,Bundesliga,2,137,0,0,0,0,0,0,0,0,0,GK,0,0,1,0,0.030922761,0.030922761
1429,Jiloan Hamad,Hoffenheim,Bundesliga,1,13,0,0,0,0.042825606,0,0.042825606,0.296484963,0,0.296484963,S,1,0,0,0,0,0.042825606
1430,Sidney Sam,Schalke 04,Bundesliga,11,525,0,0,1,0.241410322,1.604497116,0.241410322,0.041384627,0.275056648,0.041384627,F M S,9,11,1,0,1.768851076,2.437430807
1431,Felipe Santana,Schalke 04,Bundesliga,4,304,0,0,0,0.16236157,0.135403313,0.16236157,0.04806757,0.040086507,0.04806757,D S,3,3,0,0,0.549955823,0.659833558
1432,Kevin Trapp,Eintracht Frankfurt,Bundesliga,22,1980,0,0,0,0,0,0,0,0,0,GK,0,0,1,0,1.173489058,1.173489058
1433,Rafa,Paderborn,Bundesliga,16,1392,0,0,0,0.247065768,0.032380302,0.247065768,0.01597408,0.002093554,0.01597408,D,5,2,2,0,0.851372468,0.88375277
1434,Thorsten Kirschbaum,VfB Stuttgart,Bundesliga,6,540,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.160096827,0.160096827
1435,Petr Jirácek,Hamburger SV,Bundesliga,19,952,0,0,0,0.689338966,0.387562677,0.689338966,0.0651686,0.036639329,0.0651686,M S,8,6,5,0,1.742105261,2.593402795
