,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
445,Antolin Alcaraz,Everton,EPL,8,516,0,0,0,0.120058587,0,0.120058587,0.020940451,0,0.020940451,D S,2,0,1,1,1.572777566,1.572777566
446,Rafael,Manchester United,EPL,10,587,0,0,1,0.083210081,0.600890947,0.083210081,0.012757934,0.092129787,0.012757934,D S,2,6,2,0,1.916259198,2.131751021
447,Benjamin Stambouli,Tottenham,EPL,12,448,0,0,0,0.060700007,0.065204153,0.060700007,0.012194198,0.013099049,0.012194198,M S,2,3,4,0,0.696203951,0.763770526
448,Hatem Ben Arfa,Hull,EPL,8,383,0,0,0,0.489252627,0.406061484,0.489252627,0.11496798,0.095419148,0.11496798,F M S,3,8,1,0,0.377213005,1.017334659
449,Lukas Podolski,Arsenal,EPL,7,83,0,0,0,0.913621765,0.354602382,0.913621765,0.990674203,0.384508607,0.990674203,S,9,2,0,0,0.119543139,0.593280587
450,Jussi Jääskeläinen,West Ham,EPL,1,26,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
451,Guy Demel,West Ham,EPL,6,263,0,0,0,0,0.106475659,0,0,0.036436537,0,D S,0,1,0,0,0.348105039,0.348105039
452,Anthony Réveillere,Sunderland,EPL,16,1328,0,0,1,0.082649214,0.92634762,0.082649214,0.005601227,0.062779583,0.005601227,D S,4,10,0,0,2.348035164,3.286403677
453,Chris Baird,West Bromwich Albion,EPL,19,802,0,0,0,0.128739031,0.269846344,0.128739031,0.014447023,0.030282009,0.014447023,D M S,4,5,2,0,1.677653542,1.809513098
454,Robert Green,Queens Park Rangers,EPL,36,3183,0,0,0,0,0.059990276,0,0,0.001696238,0,GK,0,3,1,0,1.560347073,1.596386172
455,Darnell Furlong,Queens Park Rangers,EPL,3,228,0,0,0,0.009575448,0,0.009575448,0.003779782,0,0.003779782,D,1,0,1,0,0.059406877,0.068982325
456,Nedum Onuoha,Queens Park Rangers,EPL,23,1928,0,0,0,1.374483737,0.349461222,1.374483737,0.064161585,0.016313024,0.064161585,D S,9,8,2,1,2.917928578,3.415722744
457,Yun Suk-Young,Queens Park Rangers,EPL,23,1721,0,0,0,0.593532119,0.357078083,0.593532119,0.031038867,0.018673462,0.031038867,D M S,6,9,4,0,1.779547324,2.576805498
458,Karl Henry,Queens Park Rangers,EPL,33,2507,0,0,0,0.299835191,0.443589419,0.299835191,0.010763928,0.01592463,0.010763928,M S,10,11,8,0,2.683545865,3.135765053
459,Junior Hoilett,Queens Park Rangers,EPL,22,868,0,0,0,0.80320638,1.091537505,0.80320638,0.083281768,0.113177852,0.083281768,M S,24,12,2,0,1.444476547,2.488972163
460,Shaun Wright-Phillips,Queens Park Rangers,EPL,4,127,0,0,0,0.018060669,0.020296978,0.018060669,0.0127989,0.014383685,0.0127989,M S,1,1,0,0,0.207533496,0.225594165
461,Emiliano Martinez,Arsenal,EPL,4,299,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0.413087381,0.413087381
462,Yaya Sanogo,"Arsenal,Crystal Palace",EPL,13,452,0,0,0,1.794336775,0.204969814,1.794336775,0.357279446,0.040812574,0.357279446,F S,17,5,1,0,0.678649727,2.264806785
463,Mehdi Abeid,Newcastle United,EPL,13,654,0,0,0,0.420710168,0.024444742,0.420710168,0.057895895,0.003363955,0.057895895,M S,12,1,0,0,1.081137557,1.374177445
464,Ryan Taylor,Newcastle United,EPL,14,909,0,0,1,0.693994643,0.828602891,0.693994643,0.068712341,0.08203989,0.068712341,D M S,16,14,3,0,0.412323106,0.617611505
465,Florin Gardos,Southampton,EPL,11,572,0,0,0,0.022504101,0.017950688,0.022504101,0.003540855,0.002824409,0.003540855,D S,1,1,1,0,1.015176818,1.033127502
466,Allan McGregor,Hull,EPL,26,2340,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.975945162,0.975945162
467,Alex Bruce,Hull,EPL,22,1457,0,0,1,0.062057208,0.613984704,0.062057208,0.003833321,0.037926303,0.003833321,D S,1,1,3,0,2.095926007,2.095926007
468,Maynor Figueroa,Hull,EPL,3,213,0,0,0,0.023221064,0.041426528,0.023221064,0.009811717,0.017504167,0.009811717,D M S,2,2,0,0,0.078334861,0.11886353
469,Steve Harper,Hull,EPL,10,852,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0,0
470,Jason McCarthy,Southampton,EPL,1,2,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
471,Adam Armstrong,Newcastle United,EPL,11,188,0,0,1,0.754358567,0.4861125,0.754358567,0.361129101,0.232713431,0.361129101,F S,7,6,1,0,0.932864537,2.115029339
472,Jason Shackell,Burnley,EPL,38,3346,0,0,0,0.814006891,0.438155394,0.814006891,0.021894985,0.011785411,0.021894985,D,9,9,3,0,3.350638306,3.606901737
473,Steven Reid,Burnley,EPL,7,108,0,0,0,0,0,0,0,0,0,M S,0,0,1,0,0.100447729,0.100447729
474,Michael Duff,Burnley,EPL,21,1812,0,0,0,0.110477064,0.772453118,0.110477064,0.005487271,0.038366877,0.005487271,D,2,4,4,1,1.772554178,1.800263416
475,Daniel Lafferty,Burnley,EPL,1,14,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
476,Rio Ferdinand,Queens Park Rangers,EPL,11,990,0,0,0,0,0,0,0,0,0,D,0,0,2,0,1.26461239,1.26461239
477,Armand Traore,Queens Park Rangers,EPL,16,770,0,0,0,0.385363044,0.186029397,0.385363044,0.045042434,0.021743696,0.045042434,D M S,7,6,2,0,1.756255544,2.20407606
478,Michael Doughty,Queens Park Rangers,EPL,3,44,0,0,0,0,0.141740784,0,0,0.289924331,0,S,0,1,0,0,0.216077687,0.216077687
479,Ron Vlaar,Aston Villa,EPL,20,1644,0,0,1,1.15422378,0.624305546,1.15422378,0.063187433,0.034177311,0.063187433,D S,14,2,3,1,1.91939719,1.989695539
480,Nenê,West Ham,EPL,8,115,0,0,0,0.361174844,0.446603672,0.361174844,0.282658574,0.349515917,0.282658574,S,9,4,0,0,0.519291578,0.836972192
481,Shola Ameobi,Crystal Palace,EPL,4,32,0,0,0,0.022843741,0,0.022843741,0.064248021,0,0.064248021,S,1,0,0,0,0.022843741,0.022843741
482,Luke Garbutt,Everton,EPL,4,285,0,0,0,0.05914088,0.201260744,0.05914088,0.018676067,0.063556024,0.018676067,D S,1,4,1,0,0.393960811,0.471615504
483,Matt Upson,Leicester,EPL,5,382,0,0,0,0.059688862,0.028860169,0.059688862,0.014062821,0.006799516,0.014062821,D,2,1,0,0,0.3863257,0.3863257
484,Matthew James,Leicester,EPL,27,1884,0,0,1,1.733152845,2.19655806,1.733152845,0.082793926,0.104931118,0.082793926,M S,27,37,2,1,3.534255434,5.696064793
485,Paulinho,Tottenham,EPL,15,461,0,0,1,0.430895839,0.978612345,0.430895839,0.084122832,0.191052302,0.084122832,M S,7,4,3,0,1.484973797,2.241101515
486,Yannick Sagbo,Hull,EPL,4,45,0,0,0,0,0.064891458,0,0,0.129782915,0,S,0,1,0,0,0.121679692,0.121679692
487,Richard Dunne,Queens Park Rangers,EPL,23,1886,0,0,0,1.047511141,0.08156353,1.047511141,0.049987276,0.003892215,0.049987276,D S,8,3,7,0,1.965090116,2.004345827
488,Reece Grego-Cox,Queens Park Rangers,EPL,4,134,0,0,0,0.306116313,0,0.306116313,0.205600509,0,0.205600509,F S,1,0,0,0,0.099731967,0.40584828
489,Brandon Comley,Queens Park Rangers,EPL,1,9,0,0,0,0.01382746,0,0.01382746,0.138274599,0,0.138274599,S,1,0,0,0,0,0.01382746
490,Dominic Gape,Southampton,EPL,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
491,Dwight Tiendalli,Swansea,EPL,3,125,0,0,0,0,0.026125565,0,0,0.018810407,0,D S,0,2,0,0,0.014440027,0.040565591
492,Adel Taarabt,Queens Park Rangers,EPL,7,296,0,0,0,0.310195696,0.337207423,0.310195696,0.094316259,0.102529284,0.094316259,M S,11,13,0,0,0.246499238,0.70097132
493,Tom Ince,Hull,EPL,7,302,0,0,0,0.803355617,0.042290833,0.803355617,0.239410614,0.012603228,0.239410614,F M S,7,2,0,0,0.161422219,0.946043067
494,Jak Alnwick,Newcastle United,EPL,6,493,0,0,0,0,0,0,0,0,0,GK S,0,0,0,0,0,0
495,Cole Kpekawa,Queens Park Rangers,EPL,1,4,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
496,Brad Jones,Liverpool,EPL,3,195,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.074247152,0.074247152
497,Tom Lawrence,Leicester,EPL,3,47,0,0,0,0.233608671,0,0.233608671,0.447335752,0,0.447335752,S,3,0,0,0,0,0.233608671
498,Liam Rosenior,Hull,EPL,13,568,0,0,1,0.069726807,0.810644239,0.069726807,0.011048262,0.128447151,0.011048262,D S,4,3,0,0,0.525735038,1.292232586
499,Tyler Blackett,Manchester United,EPL,11,644,0,0,0,0,0,0,0,0,0,D S,0,0,3,1,2.15243431,2.15243431
500,Matthew Taylor,Burnley,EPL,10,576,0,0,1,1.939981796,0.908747815,1.178812899,0.303122156,0.141991846,0.184189515,M S,9,8,0,0,1.508089276,2.720069498
501,Jazz Richards,Swansea,EPL,10,633,0,0,1,0,0.127670042,0,0,0.018152139,0,D S,0,3,1,0,1.446399087,1.557943711
502,Dedryck Boyata,Manchester City,EPL,2,91,0,0,0,0,0,0,0,0,0,D S,0,0,1,0,0.235685214,0.235685214
503,Philippe Senderos,Aston Villa,EPL,8,631,0,0,0,0.651203748,0.01505745,0.651203748,0.092881676,0.002147655,0.092881676,D S,5,1,2,0,0.753668349,0.768725801
504,Marvin Sordell,Burnley,EPL,14,271,0,0,0,0.158111572,0.131048523,0.158111572,0.052509378,0.04352165,0.052509378,F S,3,2,2,0,0,0.289160095
505,William Buckley,Sunderland,EPL,22,858,0,0,2,0.175851142,1.460555814,0.175851142,0.018445924,0.153205155,0.018445924,F M S,3,12,2,0,1.949057092,2.875658728
506,Jed Steer,Aston Villa,EPL,1,90,0,0,0,0,0,0,0,0,0,GK,0,0,0,0,0.100956805,0.100956805
507,Jason Davidson,West Bromwich Albion,EPL,2,101,0,0,0,0,0.052400801,0,0,0.046693783,0,D S,0,1,0,0,0,0.052400801
508,Isaiah Brown,Chelsea,EPL,1,8,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
509,José Pozo,Manchester City,EPL,3,141,0,0,0,0.519604329,0.181909531,0.519604329,0.331662338,0.116112467,0.331662338,F S,3,2,0,0,0.030911583,0.628103048
510,Jerome Thomas,Crystal Palace,EPL,1,5,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
511,Barry Bannan,Crystal Palace,EPL,7,137,0,0,0,0.034365444,0.149809692,0.034365444,0.022575839,0.098415126,0.022575839,M S,2,3,1,0,0.120752156,0.141210563
512,Oussama Assaidi,Stoke,EPL,9,202,0,0,1,0.282472089,0.1809544,0.282472089,0.125853901,0.080623248,0.125853901,M S,5,3,1,0,0.072270995,0.535697486
513,Emmanuel Mayuka,Southampton,EPL,5,39,0,0,0,0,0.0120044,0,0,0.027702461,0,S,0,1,0,0,0.024577439,0.036581839
514,José Enrique,Liverpool,EPL,4,201,0,0,0,0.012394848,0.060883686,0.012394848,0.005549932,0.027261352,0.005549932,D S,1,2,0,0,0.763012037,0.802742109
515,Jozy Altidore,Sunderland,EPL,11,289,0,0,0,0.354157249,0.046036612,0.354157249,0.110291185,0.014336661,0.110291185,F S,7,3,0,0,0.092473689,0.492667553
516,Liam Moore,Leicester,EPL,11,934,0,0,0,0.780514691,0.01133744,0.780514691,0.075210195,0.001092473,0.075210195,D S,4,1,4,0,0.459401149,1.110407948
517,Anthony Knockaert,Leicester,EPL,9,324,0,0,0,0.884465184,0.166900091,0.884465184,0.245684773,0.046361136,0.245684773,M S,8,2,0,0,0.276953693,1.109159615
518,Georgios Samaras,West Bromwich Albion,EPL,5,59,0,0,0,0.068337709,0,0.068337709,0.104243962,0,0.104243962,S,1,0,0,0,0.497870885,0.566208594
519,Kevin Doyle,Crystal Palace,EPL,3,30,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.187800378,0.187800378
520,Ricardo Vaz Te,West Ham,EPL,4,225,0,0,0,1.084789053,0.232775658,1.084789053,0.433915621,0.093110263,0.433915621,M S,7,3,0,0,0.565668926,0.776908994
521,Sebastián Blanco,West Bromwich Albion,EPL,3,30,0,0,0,0.039855206,0,0.039855206,0.119565619,0,0.119565619,S,2,0,1,0,0,0.039855206
522,Haris Vuckic,Newcastle United,EPL,1,7,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
523,Darren Bent,Aston Villa,EPL,7,70,0,0,0,0.057730895,0.00821782,0.057730895,0.074225436,0.010565769,0.074225436,S,1,1,0,0,0,0.065948715
524,Tom Thorpe,Manchester United,EPL,1,1,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
525,Anderson,Manchester United,EPL,1,19,0,0,0,0,0.088133983,0,0,0.417476763,0,S,0,1,0,0,0,0
526,Alejandro Faurlin,Queens Park Rangers,EPL,2,94,0,0,0,0.112558007,0.485983998,0.112558007,0.107768305,0.465303827,0.107768305,M S,3,1,0,0,0.022535665,0.055191781
527,Valentin Roberge,Sunderland,EPL,1,90,0,0,0,0.282559395,0,0.282559395,0.282559395,0,0.282559395,D,1,0,1,0,0,0
528,Stuart O&#039;Keefe,Crystal Palace,EPL,2,88,0,0,0,0,0.019946111,0,0,0.020399432,0,M S,0,1,0,0,0.019946111,0.019946111
529,Gary Taylor-Fletcher,Leicester,EPL,1,16,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0,0
530,Nani,Manchester United,EPL,1,41,0,0,0,0,0,0,0,0,0,S,0,0,0,0,0.07314916,0.07314916
531,Cristiano Ronaldo,Real Madrid,La_liga,35,3103,48,38,16,39.30876068,13.60064235,30.38968585,1.140118744,0.394475608,0.881428207,F M,225,76,5,1,7.520237254,43.60801999
532,Lionel Messi,Barcelona,La_liga,38,3374,43,38,18,35.89176358,17.61195552,31.43209777,0.957397369,0.469791345,0.8384377,F S,187,95,4,0,19.75672374,54.75360991
533,Neymar,Barcelona,La_liga,33,2573,22,21,7,22.72161759,8.26154316,21.97833992,0.794770922,0.288977413,0.768772092,F S,95,52,6,0,11.67840743,36.88822028
534,Antoine Griezmann,Atletico Madrid,La_liga,37,2490,22,22,1,14.70966185,2.607721249,14.70966185,0.531674525,0.094254985,0.531674525,F M S,78,23,6,0,4.551564213,18.47945242
535,Carlos Bacca,Sevilla,La_liga,37,2581,20,14,6,19.27924366,4.728216257,13.3336646,0.672271185,0.164873872,0.464947623,F S,69,31,4,0,2.668241395,16.08633764
536,Aduriz,Athletic Club,La_liga,31,2586,18,13,4,16.69645917,4.446755584,12.9804565,0.581083266,0.154759475,0.451756027,F S,88,17,12,0,0.923369592,15.03896864
537,Alberto Bueno,Rayo Vallecano,La_liga,36,2897,17,15,4,14.5167079,2.517065919,12.28687498,0.450985057,0.078196732,0.381711684,F M S,94,27,4,0,4.204858967,17.15403476
538,Luis Suárez,Barcelona,La_liga,27,2182,16,16,14,14.54230952,13.52065751,14.54230952,0.599820283,0.557680649,0.599820283,F S,75,60,4,0,6.215007801,28.30615986
539,Karim Benzema,Real Madrid,La_liga,29,2325,15,15,10,12.41242035,7.889431586,12.41242035,0.480480788,0.305397352,0.480480788,F,69,45,1,0,11.03737851,27.08896924
540,Jonathas,Elche,La_liga,34,3024,14,14,7,10.75383099,3.386504986,10.01055339,0.320054494,0.100788839,0.297933137,F,87,30,10,1,3.571957047,14.28263406
541,Sergio García,Espanyol,La_liga,35,3030,14,12,9,10.27076355,8.130709006,8.784336209,0.305072185,0.241506208,0.260920878,F M S,80,52,9,0,4.557592552,17.2102386
542,Nolito,Celta Vigo,La_liga,36,2970,13,10,13,11.04058103,14.72690855,8.067470534,0.334563062,0.446269956,0.244468804,F M S,105,96,11,0,9.863800924,26.53240711
543,James Rodríguez,Real Madrid,La_liga,29,2299,13,13,13,5.51927606,9.412156269,5.51927606,0.216065613,0.368461968,0.216065613,F M,53,77,5,0,14.51914911,23.7245758
544,Gareth Bale,Real Madrid,La_liga,31,2585,13,12,9,14.10181755,8.747159418,13.35853995,0.490972371,0.304543268,0.465094234,F M S,103,51,2,0,9.504098688,25.97196215
545,Mario Mandzukic,Atletico Madrid,La_liga,28,1948,12,9,5,11.90857978,3.625231288,9.678746954,0.550191058,0.167490152,0.447170034,F S,55,23,10,0,1.63711598,9.323286012
546,Cristhian Stuani,Espanyol,La_liga,37,1739,12,10,0,10.00884542,0.851331565,8.522290183,0.5179966,0.044059713,0.441061597,F M S,45,8,4,1,0.680601266,8.995401318
547,Luciano Vietto,Villarreal,La_liga,32,1886,12,12,2,11.41036382,2.559807416,11.41036382,0.544503046,0.122154118,0.544503046,F S,78,23,5,0,4.97320275,16.55220925
548,David Barral,Levante,La_liga,35,2656,11,9,0,10.15879613,0.410584291,8.672240883,0.344236315,0.013912871,0.293863584,F M S,74,14,11,0,2.345433521,10.45480265
549,Daniel Parejo,Valencia,La_liga,34,2932,11,8,5,8.296009012,2.832485911,4.579620913,0.254652391,0.086945338,0.140574994,M S,54,42,13,1,9.216309982,12.69462661
550,Paco Alcácer,Valencia,La_liga,32,2179,11,11,5,10.35573083,3.748620467,10.35573083,0.427726377,0.154830584,0.427726377,F S,61,23,2,1,1.367121454,13.77786234
551,Joaquín Larrivey,Celta Vigo,La_liga,35,2208,11,11,2,12.85785924,1.061588073,12.85785924,0.524097523,0.043271253,0.524097523,F S,63,15,5,0,2.903864324,14.99585038
552,Felipe Caicedo,Espanyol,La_liga,34,1889,9,9,2,6.490870468,1.070378734,6.490870468,0.309252696,0.050997399,0.309252696,F S,33,20,2,0,2.24653179,6.06369677
553,Carlos Vela,Real Sociedad,La_liga,29,2057,9,8,3,4.972799142,3.063654641,4.229521503,0.217575072,0.134044199,0.185054417,F M S,61,21,5,0,2.226811783,7.241392311
554,Mikel Arruabarrena,Eibar,La_liga,34,2560,9,7,3,6.201075975,1.911743089,4.714520697,0.218006577,0.067209718,0.165744868,F M S,36,29,10,0,1.322241559,6.11403395
555,Juanmi,Malaga,La_liga,34,2248,8,8,0,7.488385772,2.241187109,7.488385772,0.299801921,0.089727242,0.299801921,F M S,37,22,4,0,1.32274905,9.95886549
556,Youssef El-Arabi,Granada,La_liga,28,1993,8,4,2,8.059685513,2.662034543,5.08657497,0.363959707,0.120212297,0.229699823,F S,50,21,4,1,1.037563903,6.507230688
557,Casadesús,Levante,La_liga,35,2423,8,8,2,5.683627626,2.951856973,5.683627626,0.211112871,0.109643883,0.211112871,F M S,49,34,6,0,1.54075857,7.544144846
558,Kevin Gameiro,Sevilla,La_liga,26,919,8,6,2,9.376235954,2.843058448,7.889808569,0.918238559,0.278427922,0.772668957,F S,32,19,0,0,0.924836449,11.27154731
559,Tomer Hemed,Almeria,La_liga,35,2334,8,6,4,9.934354658,2.385830305,8.44779944,0.383072802,0.091998598,0.325750621,F S,70,12,3,1,2.073351847,8.97174532
560,Chicharito,Real Madrid,La_liga,23,849,7,7,4,4.650474081,3.971098654,4.650474081,0.492983118,0.420964522,0.492983118,F S,30,11,2,0,2.551027216,8.768477434
561,Vicente Iborra,Sevilla,La_liga,26,2029,7,7,1,6.881369684,1.764217503,6.881369684,0.305235718,0.078255089,0.305235718,M S,39,20,7,0,5.441503204,12.00460636
562,Gerard Moreno,Villarreal,La_liga,26,1617,7,7,3,6.069446918,2.107521545,6.069446918,0.337817083,0.117301756,0.337817083,F S,41,22,2,0,2.197858048,8.314291716
563,Álvaro Vázquez,Getafe,La_liga,21,1749,7,6,0,6.728363654,1.061002335,5.985086015,0.346227975,0.054597033,0.307980412,F M S,35,15,2,0,1.553478365,7.486761773
564,Leo Baptistao,Rayo Vallecano,La_liga,25,1806,7,7,1,6.173110889,2.755031664,6.173110889,0.307630111,0.137293937,0.307630111,F S,45,17,3,0,0.53677002,9.191352416
565,Pablo Piatti,Valencia,La_liga,28,1920,7,7,6,4.295260165,6.909362135,4.295260165,0.20134032,0.32387635,0.20134032,F M S,30,53,2,0,4.529571427,11.32630296
566,Santi Mina,Celta Vigo,La_liga,20,1171,7,6,1,7.878265433,0.853591563,7.134987801,0.605502894,0.065604817,0.548376518,F M S,34,9,6,0,1.954908788,8.89524623
567,Imanol Agirretxe,Real Sociedad,La_liga,31,1948,7,7,1,7.444440003,0.459866757,7.444440003,0.3439423,0.021246411,0.3439423,F S,74,14,2,0,1.181643353,7.918224823
568,Nabil Ghilas,Cordoba,La_liga,27,2099,7,5,0,5.419193124,1.346470927,3.93263788,0.232361782,0.057733389,0.16862192,F M S,44,22,1,0,1.747474762,6.187743182
569,Nordin Amrabat,Malaga,La_liga,31,2037,6,3,4,7.050287848,4.171492191,4.077177336,0.311500199,0.184307461,0.180140383,F M S,47,34,7,0,3.585779538,11.49493576
570,Nicolás Otamendi,Valencia,La_liga,35,3102,6,6,0,3.111487119,0.081218852,3.111487119,0.090275255,0.002356446,0.090275255,D,20,3,9,1,4.794737695,4.894687345
571,Pedro,Barcelona,La_liga,35,1523,6,6,6,7.806149773,6.433851417,7.806149773,0.461295784,0.380201331,0.461295784,F S,38,25,3,0,8.467205092,20.68493095
572,Sofiane Feghouli,Valencia,La_liga,33,1933,6,6,6,4.930527637,4.677290324,4.930527637,0.229564142,0.217773476,0.229564142,F M S,34,27,5,0,4.847493863,11.59651275
573,Lucas Pérez,Deportivo La Coruna,La_liga,21,1560,6,5,3,6.267493859,2.163807524,4.780938581,0.361586184,0.124835049,0.27582338,F M S,49,24,6,0,2.507266778,7.974009044
574,Ikechukwu Uche,Villarreal,La_liga,23,1387,6,5,1,8.848516114,1.874442108,8.105238475,0.574164708,0.121629264,0.525934724,F S,42,21,2,0,2.92454653,11.25338233
575,Vitolo,Sevilla,La_liga,28,2091,6,6,3,5.207566906,2.626699964,5.207566906,0.224142048,0.113057387,0.224142048,F M S,31,16,6,0,4.502245378,11.07470609
576,Federico Piovaccari,Eibar,La_liga,28,1590,6,6,0,5.548962526,0.216745265,5.548962526,0.314092218,0.0122686,0.314092218,F M S,30,5,6,2,0.277984671,4.164633017
577,Álvaro Negredo,Valencia,La_liga,30,1524,5,4,4,7.124825492,4.415883143,6.381547852,0.420757411,0.260780501,0.376863062,F S,54,22,4,0,1.838593364,11.03732447
578,Lombán,Elche,La_liga,34,2986,5,2,0,3.346559441,0.099745138,1.116854509,0.100867498,0.003006384,0.033662728,D S,19,3,10,0,3.717097329,3.768573338
579,Robert Ibáñez,"Granada,Valencia",La_liga,21,1104,5,5,1,3.255716819,1.782910204,3.255716819,0.265411697,0.145345941,0.265411697,M S,23,12,0,0,0.732249346,4.441450429
580,Gerard Piqué,Barcelona,La_liga,27,2383,5,5,1,3.753405377,0.837206773,3.753405377,0.141756812,0.031619224,0.141756812,D S,20,4,6,0,12.00807193,14.04041007
581,Ivan Rakitic,Barcelona,La_liga,32,2042,5,5,7,3.106179348,4.024792701,3.106179348,0.136903105,0.177390472,0.136903105,M S,34,35,1,0,16.87489782,21.61297616
582,Javi Guerra,Malaga,La_liga,13,681,5,5,0,4.914176039,1.054262337,4.914176039,0.649450578,0.139329824,0.649450578,F S,28,8,0,0,1.085148878,6.174555682
583,Manucho,Rayo Vallecano,La_liga,37,1596,5,5,1,6.828239691,1.772539026,6.828239691,0.38505111,0.099955208,0.38505111,F S,61,15,5,0,1.196434416,8.958506487
584,Tiago,Atletico Madrid,La_liga,31,2594,5,5,4,3.383380479,3.537259014,3.383380479,0.117387912,0.122726797,0.117387912,M,23,18,5,0,5.319049574,7.194107793
585,Fabián Orellana,Celta Vigo,La_liga,35,2970,5,5,6,8.850883227,9.115630392,8.107605558,0.268208583,0.276231224,0.245685017,F M S,70,75,13,1,6.493403548,18.01914613
586,Samu García,Malaga,La_liga,32,2250,5,5,1,3.188269549,3.527534025,3.188269549,0.127530782,0.141101361,0.127530782,F M S,36,34,7,1,3.442670161,8.385137033
587,San José,Athletic Club,La_liga,28,2138,5,5,1,2.596430051,1.059060927,2.596430051,0.109297804,0.044581611,0.109297804,D M S,21,11,9,1,4.252250132,4.865764641
588,Raúl García,Atletico Madrid,La_liga,31,1682,5,3,3,5.876009854,3.462940279,4.389454625,0.314411942,0.18529407,0.234869748,F M S,52,12,8,0,1.752592893,6.69320087
589,Gaël Kakuta,Rayo Vallecano,La_liga,35,3067,5,5,7,6.406725209,7.143190781,6.406725209,0.188003022,0.209614337,0.188003022,M,69,63,1,0,4.993627712,15.11903804
590,Florin Andone,Cordoba,La_liga,20,1533,5,5,0,5.901717655,0.448854186,5.901717655,0.346480489,0.026351518,0.346480489,F S,38,10,5,0,1.957355779,5.813674133
591,Kalu Uche,Levante,La_liga,16,872,5,5,2,5.053276964,1.776954871,5.053276964,0.521553815,0.183401305,0.521553815,F S,25,11,1,0,0.431493936,6.719040735
592,Jhon Córdoba,Granada,La_liga,26,1407,4,4,0,4.847541844,0.374518201,4.847541844,0.310077303,0.023956388,0.310077303,F S,30,10,7,0,1.006418529,6.08350894
593,Shkodran Mustafi,Valencia,La_liga,33,2917,4,4,0,1.624908498,0.153601784,1.624908498,0.050134304,0.004739171,0.050134304,D,19,3,8,0,6.733758369,6.81567491
594,Edgar Méndez,Almeria,La_liga,30,1916,4,4,1,2.198888968,0.662567871,2.198888968,0.103288104,0.031122708,0.103288104,F M S,43,12,6,0,2.274727162,4.660543455
595,Aleix Vidal,Sevilla,La_liga,31,2155,4,4,5,3.754335064,5.136829527,3.754335064,0.156793576,0.214531164,0.156793576,D F M S,19,30,8,0,6.036664134,12.99663822
596,Verza,Almeria,La_liga,33,2853,4,1,3,3.404452214,3.139604226,0.431341745,0.107395969,0.099041143,0.013606995,M,19,45,10,0,4.885456782,5.396568768
597,Moi Gómez,Villarreal,La_liga,31,1614,4,4,4,3.488142067,4.509411182,3.488142067,0.194506063,0.251454155,0.194506063,M S,28,29,6,0,2.839268709,8.773738622
598,Yoda,Getafe,La_liga,18,1034,4,4,1,1.997946433,0.623179644,1.997946433,0.173902494,0.054241942,0.173902494,M S,27,13,0,0,0.587370208,3.088604213
599,Xabi Prieto,Real Sociedad,La_liga,35,2988,4,2,6,3.224021411,4.763321086,1.737466184,0.097109079,0.143473527,0.052333319,M S,32,49,5,0,6.441056678,9.610716521
600,Sergio Ramos,Real Madrid,La_liga,27,2257,4,4,1,3.986794552,0.536091875,3.986794552,0.158977186,0.021377168,0.158977186,D M,28,8,12,0,10.29303397,11.65194184
601,Isco,Real Madrid,La_liga,34,2348,4,4,9,4.383784292,6.761613376,4.383784292,0.168032618,0.259175981,0.168032618,M S,44,54,5,1,16.20141974,23.49316682
602,Saúl Ñíguez,Atletico Madrid,La_liga,24,1052,4,4,2,2.193291824,2.434105733,2.193291824,0.187639034,0.208240985,0.187639034,M S,17,10,1,0,1.69170646,3.790966993
603,Fede Cartabia,Cordoba,La_liga,30,2168,4,4,5,3.152980244,3.945434636,2.409702642,0.130889401,0.163786493,0.100033781,F M S,61,43,9,2,5.211834462,8.476993049
604,Oriol Riera,Deportivo La Coruna,La_liga,21,1515,4,4,1,5.460120616,1.813256569,5.460120616,0.324363601,0.107718212,0.324363601,F S,51,19,3,0,1.277988249,6.911171714
605,Thomas Partey,Almeria,La_liga,31,2372,4,4,0,2.94167409,0.45802618,2.94167409,0.111614953,0.017378734,0.111614953,F M S,32,11,13,0,2.970212021,5.153401241
606,Gonzalo Castro,Real Sociedad,La_liga,32,1837,4,4,4,1.824413544,4.14818269,1.824413544,0.089383353,0.203231596,0.089383353,F M S,41,36,2,0,2.76706513,7.097791479
